"type","horse","CO2"
"centers",290,256.746
"centers",390,300.852
"centers",390,296.051
"centers",390,481.19085
"centers",390,476.22187
"centers",390,292.585
"centers",390,503.94486
"centers",390,310.425
"centers",390,311.998
"centers",390,483.1826
"centers",390,479.12308
"centers",240,415.3
"centers",240,415.3
"centers",240,415.3
"centers",240,413
"centers",240,413
"centers",240,413
"centers",240,272.1
"centers",240,272.1
"centers",240,272.1
"centers",240,273.9
"centers",240,273.9
"centers",240,273.9
"centers",230,247.7275022
"centers",230,247.7275022
"centers",230,247.7275022
"centers",230,385.3712789
"centers",230,385.3712789
"centers",230,385.3712789
"centers",240,387.3
"centers",240,387.3
"centers",240,387.3
"centers",240,386
"centers",240,386
"centers",240,386
"centers",240,261.1
"centers",240,261.1
"centers",240,261.1
"centers",240,261.1
"centers",240,261.1
"centers",240,261.1
"centers",240,261.3457495
"centers",240,261.3457495
"centers",240,261.3457495
"centers",240,397.8850292
"centers",240,397.8850292
"centers",240,397.8850292
"forwards",184,334.4049683
"forwards",184,220.3503536
"guards",640,614.21549
"guards",640,354.838
"guards",640,489.588
"guards",645,583.19676
"guards",645,314.95
"guards",645,445.913
"guards",558,514.92
"guards",558,372.615
"guards",558,496.3
"guards",558,374.38
"guards",558,366.231
"guards",558,614.689
"guards",558,364.293
"guards",558,589.921
"guards",553,448.891
"guards",553,278.713
"guards",553,421.772
"guards",553,277.637
"guards",553,466.559
"guards",553,279.11
"guards",553,437.378
"guards",553,278.797
"guards",725,596.476
"guards",725,406.09
"guards",725,577.186
"guards",725,398.22
"guards",725,667.14
"guards",725,408.16
"guards",725,632.11
"guards",725,404.771
"guards",652,628.71
"guards",652,390.02
"guards",652,596.198
"guards",652,385.81
"guards",652,708.95
"guards",652,389.168
"guards",652,385.06
"guards",652,670.92
"guards",141,172.8648383
"guards",141,161.3825111
"guards",141,169.7150958
"guards",141,154.5939573
"centers",325,383.191
"centers",325,235.96
"centers",245,210.576
"centers",245,335.289
"centers",280,392.557
"centers",280,239.812
"centers",325,414.253
"centers",325,278.646
"centers",325,408.341
"centers",325,265.211
"centers",245,351.947
"centers",245,223.314
"centers",237,322.856
"centers",237,212.614
"centers",365,497.043
"centers",365,353.713
"centers",365,453.336
"centers",365,290.075
"centers",365,486.871
"centers",365,313.727
"centers",365,498.452
"centers",365,328.879
"centers",365,488.438
"centers",365,314.934
"centers",365,476.729
"centers",365,301.173
"centers",365,500.198
"centers",365,319.515
"centers",365,479.541
"centers",365,319.007
"centers",365,497.25
"centers",365,330.457
"centers",287,279.511
"centers",287,429.938
"centers",287,409.736
"centers",287,269.556
"centers",237,389.958
"centers",237,275.824
"centers",287,397.136
"centers",287,248.719
"centers",287,413.648
"centers",287,262.806
"centers",300,452.945
"centers",300,308.731
"centers",300,435.9
"centers",300,294.739
"centers",325,368.207
"centers",325,250.065
"centers",282,259.622
"centers",282,364.012
"centers",282,384.329
"centers",282,250.2653
"centers",282,422.43
"centers",282,287.752
"centers",282,400.6605
"centers",282,271.9015
"centers",282,403.944
"centers",282,278.499
"centers",282,267.0792
"centers",282,386.3671
"centers",365,260.717
"centers",365,396.625
"centers",365,412.82
"centers",365,267.651
"centers",325,359.453
"centers",325,242.839
"centers",365,428.204
"centers",365,281.769
"centers",325,274.355
"centers",325,394.094
"centers",385,449.71
"centers",385,288.43
"centers",385,435.2212
"centers",385,271.6875
"centers",385,468.016
"centers",385,271.0894
"centers",385,286.906
"centers",385,436.6978
"centers",385,476.515
"centers",385,436.8153
"centers",385,271.8447
"centers",385,286.306
"centers",385,509.07
"centers",385,345.682
"centers",385,480.6433
"centers",385,327.4232
"centers",385,484.186
"centers",385,306.406
"centers",385,460.366
"centers",385,286.3655
"guards",120,174.5
"guards",120,248.44
"guards",120,170.5934991
"guards",120,252.7136641
"guards",120,211.616
"guards",120,143.701
"guards",120,213.643
"guards",285,396.465
"guards",285,251.855
"guards",355,464.061
"guards",355,296.377
"guards",355,444.194
"guards",355,284.33
"guards",160,239.9845
"guards",160,255.429
"guards",160,148.0657
"guards",160,154.45
"guards",160,160.996
"guards",160,253.258
"guards",123,222.199
"guards",123,147.314
"guards",123,157.5391172
"guards",123,232.7277223
"guards",141,152.0873189
"guards",141,146.3079723
"guards",237,322.75
"guards",237,201.969
"guards",169,192.117
"guards",169,310.604
"guards",169,292.213
"guards",169,170.441
"guards",169,277.468
"guards",169,167.989
"guards",141,175.157
"guards",141,175.807
"guards",300,379.535697
"guards",300,230.0535454
"guards",420,472.258
"guards",420,252.755
"guards",420,381.253
"guards",420,594.838
"guards",300,405.87
"guards",300,222.514
"guards",310,326.017
"guards",310,197.652
"guards",310,340.931
"guards",310,209.372
"guards",310,312.74
"guards",310,200.53
"guards",420,449.211
"guards",420,255.72
"guards",420,452.871
"guards",420,258.174
"guards",420,263.098
"guards",420,456.929
"guards",420,472.035
"guards",420,275.103
"guards",420,470.856
"guards",420,462.366
"guards",420,273.275
"guards",420,266.018
"guards",420,471.159
"guards",420,283.077
"guards",420,479.84
"guards",420,284.021
"guards",300,389.767
"guards",300,242.263
"guards",526,528.212
"guards",526,307.835
"guards",526,505.809
"guards",526,293.522
"guards",237,344.826
"guards",237,212.181
"centers",270,500.422
"centers",270,334.457
"centers",270,327.6542328
"centers",270,503.4224765
"centers",270,372.751
"centers",270,352.1613
"centers",270,509.254
"centers",270,489.5341
"centers",365,348.759
"centers",365,509.257
"guards",365,418.769
"guards",365,255.853
"guards",285,365.753
"guards",285,224.595
"guards",365,449.629
"guards",365,281.4
"guards",365,458.477
"guards",365,283.601
"guards",305,256.32
"guards",305,388.877
"guards",305,241.5857
"guards",305,363.3
"guards",285,389.431
"guards",285,237.695
"guards",285,387.194
"guards",285,240.736
"centers",170,213.315
"centers",170,312.685
"centers",170,323.243
"centers",170,214.363
"centers",170,313.495
"centers",170,211.283
"centers",170,315.927
"centers",169,335.514
"centers",169,222.258
"centers",168,223.088
"centers",168,346.003
"centers",168,227.421
"centers",168,228.281
"centers",168,356.718
"guards",304,370.595
"guards",304,224.927
"guards",237,343.419
"guards",237,227.436
"centers",305,400.863
"centers",305,246.504
"centers",380,485.098
"centers",380,325.557
"centers",380,493.4242136
"centers",380,337.8855667
"forwards",255,411.4
"forwards",255,230.8
"guards",182,173.6
"guards",182,173.6
"guards",182,282.1
"guards",182,282.1
"forwards",303,414.936
"forwards",303,241.91
"forwards",303,419.2
"forwards",303,246.2
"forwards",182,361.136
"forwards",182,202.626
"guards",260,371.8
"guards",260,234.5
"guards",250,203.4610451
"guards",250,345.4409391
"forwards",182,329.619
"forwards",182,196.609
"guards",550,513.7
"guards",550,344.5
"guards",272,364.085
"guards",272,212.945
"guards",272,376.6
"guards",272,222.2
"guards",272,344.5
"guards",272,229.6
"guards",272,228.5
"guards",272,329.1
"guards",272,214.7
"guards",272,213.6
"guards",272,339.2
"guards",272,222.7
"guards",272,221.6
"guards",272,343.1
"guards",272,221.1
"guards",272,220
"guards",196,330.5084051
"guards",196,193.6831587
"guards",196,329.2735399
"forwards",301,385.453
"forwards",301,227.832
"guards",272,344.171
"guards",272,209.053
"guards",420,268.523
"guards",420,456.822
"forwards",301,384.7
"forwards",301,221.1
"forwards",301,384.7
"forwards",301,240.2
"guards",556,614.987
"guards",556,614.987
"guards",556,364.68
"guards",556,364.68
"centers",425,479.977
"centers",425,293.944
"centers",425,485.6
"centers",425,303.3
"centers",425,491.424
"centers",425,308.362
"centers",425,493.7
"centers",425,310.7
"forwards",280,417.204
"forwards",280,255.981
"forwards",280,448.284
"forwards",280,272.241
"forwards",280,399.832
"forwards",280,247.172
"forwards",280,411.814
"forwards",280,259.343
"forwards",280,457.828
"forwards",280,283.732
"forwards",280,279.432
"forwards",280,436.361
"guards",303,422.811
"guards",303,263.328
"guards",303,319.301
"guards",303,570.273
"guards",303,510.4271188
"guards",303,319.6465493
"guards",410,448.201
"guards",410,268.16
"guards",303,489.612
"guards",303,308.198
"guards",303,465.3
"guards",303,287.6
"forwards",304,396.7
"forwards",304,234.5
"forwards",304,437.8
"forwards",304,257.6
"forwards",304,422.989
"forwards",304,228.168
"guards",420,451.1
"guards",420,264.5
"guards",420,472.7
"guards",420,279.5
"guards",420,451.1
"guards",420,253.9
"forwards",182,316.042
"forwards",182,197.151
"forwards",182,309.317
"forwards",182,197.294
"forwards",182,348.5
"forwards",182,222.7
"forwards",182,348.5
"forwards",182,222.7
"forwards",182,339.2
"forwards",182,219.4
"forwards",182,339.2
"forwards",182,219.4
"centers",425,490.367
"centers",425,309.321
"centers",345,442.1
"centers",345,279.5
"centers",345,425.3
"centers",345,265.6
"centers",345,451.1
"centers",345,275.1
"centers",345,434.1
"centers",345,261.2
"centers",345,448.8
"centers",345,289.5
"centers",345,431.2
"centers",345,274.9
"centers",345,444.4
"centers",345,283
"centers",345,428.2
"centers",345,269
"centers",345,442.1
"centers",345,279.5
"centers",345,451.1
"centers",345,275.1
"centers",345,448.8
"centers",345,289.5
"guards",304,379.669
"guards",304,212.396
"guards",556,633.583
"guards",556,371.042
"guards",556,612.9
"guards",556,356.9
"guards",556,612.9
"guards",556,356.9
"guards",400,499.224
"guards",400,295.091
"guards",505,551.568
"guards",505,334.453
"forwards",280,393.576
"forwards",280,247.409
"forwards",280,391.223
"forwards",280,242.376
"guards",356,491
"guards",356,279.5
"guards",356,419.2
"guards",356,469.8
"guards",356,267.9
"guards",425,511.959
"guards",425,304.335
"centers",194,366.131
"centers",194,244.632
"centers",194,352.943
"centers",194,237.154
"centers",300,389.91
"centers",300,248.148
"centers",194,252.885387
"centers",194,381.4741024
"centers",300,406.895
"centers",300,263.735
"centers",300,481.675
"centers",300,366.787
"guards",450,421.225
"guards",450,232.981
"guards",450,405.219
"guards",450,405.219
"guards",450,210.114
"guards",450,210.114
"guards",455,444.07
"guards",455,214.148
"guards",455,220.376
"guards",650,481.547
"guards",650,295.16
"guards",650,467.143
"guards",650,279.322
"guards",650,538.557
"guards",650,299.183
"guards",138,243.361
"guards",138,147.103
"guards",138,263.7
"guards",138,166.1
"guards",140,179.8427335
"guards",140,311.466212
"guards",138,171.521
"guards",138,277.32
"guards",148,153.9586364
"guards",148,153.9586364
"guards",148,153.9586364
"guards",148,292.3471281
"guards",148,292.3471281
"guards",148,292.3471281
"guards",148,152.5160134
"guards",148,152.5160134
"guards",148,152.5160134
"guards",140,266.9
"guards",140,166.4
"guards",140,266.9
"guards",140,166.1
"guards",140,263.7
"guards",140,161.9
"guards",140,263.7
"guards",140,161.6
"forwards",308,429.3
"forwards",308,256.1
"forwards",308,270.1017655
"forwards",308,448.6408471
"forwards",182,313.887
"forwards",182,202.82
"forwards",182,333.935
"forwards",182,203.609
"centers",280,645.137
"centers",280,387.664
"centers",280,678.4
"centers",280,402.1
"centers",323,409.5
"centers",323,662.6
"centers",323,398.4
"centers",323,678.4
"centers",323,409.5
"centers",323,678.4
"centers",323,691.8
"centers",323,411.4
"centers",323,716.7
"centers",323,429.3
"forwards",280,396.86
"forwards",280,367.715
"forwards",280,213.308
"forwards",280,199.424
"forwards",280,417.2
"forwards",280,391
"forwards",280,229.6
"forwards",280,216.3
"guards",305,375.564
"guards",305,220.689
"forwards",305,357.962
"forwards",305,216.663
"centers",285,430.344
"centers",285,287.903
"centers",285,430.667
"centers",285,290.121
"centers",285,403.5
"centers",285,270.2
"centers",285,396.7
"centers",285,266.1
"centers",285,414.1
"centers",285,274.9
"centers",285,405.8
"centers",285,270.1
"centers",285,431.2
"centers",285,282.3
"centers",285,423.2
"centers",285,277.7
"centers",285,425.2
"centers",285,289.5
"centers",285,431.2
"centers",285,295.5
"centers",285,480.831
"centers",285,306.872
"centers",285,460.367
"centers",285,296.37
"centers",345,285.423
"centers",345,454
"centers",345,433.659
"centers",345,266.808
"centers",345,285.423
"centers",345,454
"centers",345,476.9
"centers",345,296.9
"centers",345,472.7
"centers",345,295.2
"centers",345,460.5
"centers",345,293.3
"centers",345,472.7
"centers",345,295.2
"centers",345,460.5
"centers",345,293.3
"centers",345,285.423
"centers",345,454
"centers",345,437.22
"centers",345,269.744
"centers",345,293.3
"centers",345,460.5
"centers",345,449.6
"centers",345,279.8
"centers",345,290.4
"centers",345,458.1
"centers",345,446.5
"centers",345,277.3
"centers",345,293.3
"centers",345,460.5
"guards",250,340.772
"guards",250,211.186
"guards",196,275.109
"guards",196,168.845
"guards",196,270.487
"guards",196,170.331
"guards",196,294.3
"guards",196,191.9
"guards",138,255.4
"guards",138,171.2
"guards",138,238.202
"guards",138,156.352
"guards",140,177.7
"guards",140,282.1
"guards",138,262.2
"guards",138,180.6
"guards",138,276.9
"guards",138,186.3
"guards",138,184.776
"guards",138,252.805
"guards",85,161.5033025
"guards",85,223.3808235
"guards",85,216.847
"guards",85,158.776
"guards",138,202.119
"guards",138,286.238
"guards",85,233.936
"guards",85,270.216
"guards",85,241.518
"guards",85,184.5448
"guards",85,165.42127
"centers",425,497.074
"centers",425,317.902
"centers",425,512.554
"centers",425,319.872
"centers",425,552.6700887
"centers",425,365.6077139
"centers",352,711
"centers",352,423.2
"guards",201,331.2
"guards",201,205.68
"guards",201,292.25
"guards",201,414.6
"guards",201,363.88
"guards",150,286.17
"guards",150,180.11
"guards",290,355.23
"guards",290,222.96
"guards",290,386.6089208
"guards",290,237.0296642
"centers",273,350.84
"centers",273,224.48
"centers",273,362.05
"centers",273,235.19
"forwards",206,281.1647093
"forwards",206,170.1607322
"forwards",206,276.66
"forwards",206,176.06
"guards",290,321.19
"guards",290,179.83
"guards",290,321.41
"guards",290,180.6
"guards",290,326.97
"guards",290,195.51
"guards",290,327.61
"guards",290,195.17
"guards",185,288.57
"guards",185,179.58
"guards",185,287.72
"guards",185,180.23
"guards",185,305.23
"guards",185,189.2
"guards",185,308.67
"guards",185,186.96
"guards",278,339.63
"guards",278,194.63
"guards",278,339.89
"guards",278,196.37
"guards",278,328.42
"guards",278,182.62
"guards",278,327.49
"guards",278,183.34
"guards",278,342.92
"guards",278,197.59
"guards",278,343.06
"guards",278,196.79
"guards",278,330.37
"guards",278,183.34
"guards",278,331.14
"guards",278,183.05
"guards",278,390.01
"guards",278,225.72
"guards",278,391.78
"guards",278,227.74
"guards",185,174.5470595
"guards",185,262.268696
"guards",185,254.24
"guards",185,172.41
"guards",185,266.3706946
"guards",185,174.8032353
"guards",185,262.0502709
"guards",185,250.15
"guards",185,169.65
"guards",189,266.3271596
"guards",189,184.1018944
"guards",189,185.7909357
"guards",189,273.5545068
"guards",185,255.44
"guards",185,172.79
"guards",185,253.86
"guards",185,173.36
"guards",185,251.25
"guards",185,167.91
"guards",185,249.71
"guards",185,169.1
"guards",189,265.24
"guards",189,180.44
"guards",189,264.36
"guards",189,180.41
"guards",196,205.76
"guards",196,123.68
"guards",196,126.42
"guards",196,206.5873781
"guards",196,130.0523816
"guards",196,129.3018001
"guards",143,244.54
"guards",143,173.55
"guards",143,244.68
"guards",143,172.75
"guards",143,228.08
"guards",143,162.49
"guards",143,164.6034153
"guards",143,238.8438656
"guards",143,229.03
"guards",143,162.85
"guards",143,223.62
"guards",143,159.37
"guards",143,225.11
"guards",143,159.24
"guards",143,228.09
"guards",143,163.37
"guards",143,162.74
"guards",143,229.6
"guards",143,161.8265468
"guards",143,232.7304028
"guards",143,222.67
"guards",143,157.65
"guards",110,192.82
"guards",110,124.26
"guards",110,194.57
"guards",110,124.28
"guards",143,154.2994228
"guards",143,224.2646939
"guards",143,213.48
"guards",143,148.47
"guards",143,214.9
"guards",143,149.67
"guards",143,214.32
"guards",143,149.17
"guards",110,144.35
"guards",110,131.45
"guards",110,145.73
"guards",110,133.35
"guards",110,143.86
"guards",110,131.43
"guards",110,145.92
"guards",110,132.53
"guards",201,335.46
"guards",201,213.34
"guards",201,406.14
"guards",201,366.21
"guards",201,299.32
"forwards",185,265.4914783
"forwards",185,189.8976183
"forwards",185,256.6122953
"forwards",185,186.8714997
"forwards",185,252.15
"forwards",185,183.9
"forwards",185,249.73
"forwards",185,184.36
"forwards",185,263.68
"forwards",185,194.65
"forwards",185,265.61
"forwards",185,195.29
"forwards",185,272.073919
"forwards",185,196.1011665
"forwards",185,265.6460453
"forwards",185,194.0945642
"forwards",185,259.6
"forwards",185,187.92
"forwards",185,261.58
"forwards",185,191.56
"guards",135,185.08
"guards",135,159.79
"guards",135,217.03
"guards",135,163.03
"forwards",192,320.94
"forwards",192,205.07
"guards",278,355.99
"guards",278,213.23
"guards",278,228.53
"guards",278,377.35
"guards",128,208.26
"guards",128,161.95
"guards",128,208.17
"guards",128,161.54
"guards",128,236.26
"guards",128,171.49
"guards",128,232.04
"guards",128,167.74
"guards",130,151.87
"guards",130,198.3511029
"guards",130,197.67
"guards",130,150.82
"centers",248,371.69
"centers",248,229.58
"guards",250,250
"guards",250,391.89
"guards",250,401.08
"guards",250,250.41
"guards",250,408.1
"guards",250,261.09
"guards",250,420.17
"guards",250,263.25
"guards",310,358.15
"guards",310,206.38
"guards",310,205.82
"guards",310,357.12
"guards",293,359.5251996
"guards",293,221.2527458
"guards",293,375.7709
"guards",293,226.2511
"guards",173,280.8065
"guards",173,177.759
"guards",173,284.4219
"guards",173,183.3401
"guards",173,285.6865
"guards",173,177.9645
"guards",173,291.3327
"guards",173,185.9381
"guards",173,287.7302
"guards",173,190.3202
"guards",173,192.8838354
"guards",173,286.6533909
"guards",173,291.9675
"guards",173,192.0793
"guards",173,287.3749
"guards",173,186.0638
"guards",145,253.8639
"guards",145,171.8962
"guards",145,254.967
"guards",145,169.0118
"guards",429,481.0397
"guards",429,277.8358
"guards",311,255.0800646
"guards",311,436.0278819
"guards",311,390.114
"guards",311,222.3062
"guards",420,484.0132
"guards",420,275.9066
"guards",348,452.2789
"guards",348,279.1342
"guards",348,383.4408
"guards",348,504.4056
"guards",348,512
"guards",348,376.4183
"guards",348,499.3705
"guards",348,493.4472
"guards",348,434.8942
"guards",348,260.2726
"guards",348,439.2253
"guards",348,254.2506
"guards",348,376.2277
"guards",348,484.808
"guards",348,474.4901
"guards",348,451.9327
"guards",348,379.2174
"guards",348,516.1408
"guards",348,520.3963
"guards",348,289.2187
"guards",348,455.9223
"guards",348,283.3759
"guards",348,384.2648
"guards",348,526.8304
"guards",348,504.4297
"guards",290,265.2879347
"guards",290,418.6229046
"guards",290,423.6213434
"guards",290,389.6984
"guards",290,252.8576
"guards",290,402.6
"guards",290,257.2461
"guards",290,389.81
"guards",290,247.51
"guards",265,365.397
"guards",265,236.2827
"guards",265,384.4865
"guards",265,261.2707
"guards",265,380.8554
"guards",265,256.0844
"guards",187,343.209
"guards",187,231.7676
"guards",190,370.3689
"guards",190,250.406
"guards",265,368.2011
"guards",265,244.446
"guards",290,422.8205
"guards",290,262.64253
"guards",290,414.0176
"guards",290,448.6178
"guards",290,280.3811
"guards",290,424.6579
"guards",245,199.7241153
"guards",245,309.5390395
"guards",245,206.731
"guards",245,332.4166
"guards",185,301.1569
"guards",185,186.5346
"guards",185,293.2051
"guards",185,176.0291
"guards",185,290.3604
"guards",185,179.6677
"guards",185,275.8432
"guards",185,168.1706
"guards",178,244.8977986
"guards",178,166.9056483
"guards",159,184.7263
"guards",159,156.6188
"guards",159,157.7761198
"guards",159,186.9975157
"centers",180,364.5972
"centers",180,248.54
"centers",180,250.2217
"centers",180,359.5093212
"centers",182,348.7806
"centers",182,249.6096
"centers",182,338.1645
"centers",182,245.7515
"centers",182,340.4476
"centers",182,221.63
"centers",182,332.5491
"centers",182,219.5241
"centers",164,248.3293
"centers",164,341.4372159
"centers",164,298.6871
"centers",164,217.7611
"guards",201,288.0498
"guards",201,199.5156
"guards",201,281.5449
"guards",201,186.1978
"guards",159,184.6212
"guards",159,156.9982
"guards",159,189.4587
"guards",159,160.5696
"guards",495,457.95
"guards",495,277.25
"guards",380,368.27
"guards",380,235.07
"guards",240,369.06
"guards",240,222.23
"guards",240,335.98
"guards",240,459.7
"guards",240,443.03
"guards",340,389.36
"guards",340,229.35
"guards",510,463.28
"guards",510,271.5
"guards",510,477.17
"guards",510,278.84
"guards",510,483.11
"guards",510,278.38
"guards",510,446.73
"guards",510,262.52
"guards",510,477.17
"guards",510,278.84
"guards",340,444.29
"guards",340,261.38
"guards",340,396.28
"guards",340,234.86
"guards",340,425.95
"guards",340,238.51
"guards",470,483.11
"guards",470,278.38
"guards",340,448.01
"guards",340,261.65
"guards",340,428.89
"guards",340,234.83
"guards",340,444.21
"guards",340,234.1
"guards",385,286.27
"guards",385,454.5
"guards",385,446.73
"guards",385,268.18
"guards",510,484.2
"guards",510,296.18
"guards",510,473.59
"guards",510,295.79
"centers",240,355
"centers",240,243
"centers",240,406.99
"centers",240,270.5
"centers",340,420.89
"centers",340,282.19
"centers",240,337.2
"centers",240,212.6
"guards",138,255.1639
"guards",138,172.1963
"guards",138,250.8674
"guards",138,165.7893
"guards",138,240.5042
"guards",138,158.7337
"guards",138,252.3893
"guards",138,163.219
"guards",138,167.2130472
"guards",138,262.423501
"guards",138,255.6351
"guards",138,171.208
"guards",138,253.3168
"guards",138,163.2473
"guards",173,274.8773
"guards",173,276.9733
"guards",166,288.7338
"guards",166,180.5782
"guards",166,282.8472
"guards",145,249.1608214
"guards",145,167.6034233
"guards",145,238.1643
"guards",145,155.166
"guards",145,253.0668
"guards",145,165.1582
"guards",173,276.4371
"guards",173,272.6076
"guards",138,250.4243
"guards",138,176.056
"guards",138,242.3359
"guards",138,170.1254
"guards",138,260.0282
"guards",138,178.6685
"guards",138,258.5981
"guards",138,175.0418
"guards",293,490.0606
"guards",293,345.7012
"guards",293,418.43
"guards",293,379.003
"guards",293,236.71
"guards",173,283.6807
"guards",173,173.526
"guards",173,277.4531
"guards",173,277.2628
"guards",173,168.467
"guards",173,270.195
"guards",166,286.8689
"guards",166,295.3028
"guards",166,177.9269
"guards",166,283.1685
"guards",166,175.414
"guards",166,271.4901
"guards",145,272.3218
"guards",145,166.5458
"guards",145,162.8462
"guards",145,260.0544
"guards",145,255.1355832
"guards",145,160.5112525
"guards",145,275.4275
"guards",145,166.8959
"guards",145,268.5215
"guards",145,160.3563
"guards",173,278.7531
"guards",173,184.9423
"guards",173,284.8841
"guards",201,316.2032
"guards",201,215.6159
"guards",201,312.2589
"guards",201,208.37
"guards",173,276.9979
"guards",173,183.6258
"guards",173,278.6561
"guards",173,285.9037
"guards",173,192.3127
"guards",173,278.0762
"guards",201,324.8977
"guards",201,217.905
"guards",201,330.0219
"guards",201,216.7889529
"guards",420,470.3812
"guards",420,275.6736
"guards",274,346.3287
"guards",274,203.0742
"guards",192,316.9818
"guards",192,202.355
"guards",192,311.4563
"guards",192,187.0878
"guards",192,311.5874
"guards",192,198
"guards",192,297.7142
"guards",192,181.2143
"guards",311,239.5655333
"guards",311,399.8459602
"guards",138,245.908
"guards",138,161.598
"guards",138,255.2974
"guards",138,173.1793
"guards",138,249.3776
"guards",138,163.9126
"guards",138,255.4076
"guards",138,169.8898769
"guards",138,247.2876
"guards",138,167.9009
"guards",138,242.8045
"guards",138,164.366
"centers",276,402.4325
"centers",276,264.4888
"centers",276,391.9028
"centers",276,257.5353
"centers",276,433.0131
"centers",276,287.1551
"guards",290,272.6405445
"guards",290,407.0626122
"guards",290,400.7573
"guards",290,269.6432
"guards",290,388.0195
"guards",290,262.1326
"guards",290,382.5991
"guards",290,245.4103
"guards",191,347.7821
"guards",191,231.8047
"guards",191,360.8567
"guards",191,251.2861
"guards",164,298.4447909
"guards",164,205.5858806
"guards",164,301.9803
"guards",164,210.2624
"guards",130,284.5921
"guards",130,207.3508
"guards",130,288.7743
"guards",130,206.9935
"guards",164,208.4274996
"guards",164,287.7577795
"centers",260,243.1385721
"centers",260,345.4218176
"centers",260,374.1645
"centers",260,257.8835
"centers",180,362.3031
"centers",180,245.6073
"centers",180,357.583
"centers",180,236.0014
"centers",182,358.4291
"centers",182,257.5639
"centers",182,353.345
"centers",182,240.7767
"centers",182,340.7771
"centers",182,221.0838
"centers",182,335.0081
"centers",182,219.603
"centers",260,258.1649
"centers",260,371.0282
"centers",260,247.9582
"centers",260,359.9244
"guards",700,784
"guards",700,804
"guards",700,708
"guards",700,392
"guards",700,532
"guards",700,784
"guards",700,744
"guards",700,417.9545797
"guards",700,771.3893189
"guards",700,590.8789553
"guards",700,705
"guards",700,353
"guards",700,527
"guards",405,477.1
"guards",405,267.1
"guards",405,477.5
"guards",405,248.6
"guards",345,466.6
"guards",345,266.9
"guards",345,463.6
"guards",345,256.1
"guards",444,560.258
"guards",444,318.614
"guards",444,573.423
"guards",444,313.164
"guards",454,560.136
"guards",454,311.998
"guards",454,568.004
"guards",454,310.862
"guards",523,541.3
"guards",523,300.4
"guards",523,536.4
"guards",523,283.1
"guards",405,277.5907688
"guards",405,474.8168251
"guards",405,483.3
"guards",405,250.5
"centers",155,263
"centers",155,181
"centers",154,271
"centers",154,204
"centers",155,261
"centers",155,194
"centers",155,257
"centers",155,195
"centers",184,285
"centers",184,208
"centers",184,295
"centers",184,214
"centers",184,282
"centers",184,198
"centers",184,278
"centers",184,280
"centers",184,200
"centers",274,436.446
"centers",274,292.68
"centers",273,406.68
"centers",273,262.889
"centers",273,431.101
"centers",273,271.369
"guards",155,232
"guards",155,153
"guards",155,236
"guards",155,156
"guards",184,243
"guards",184,160
"guards",184,247
"guards",184,168
"guards",184,159
"guards",184,238
"guards",184,162
"guards",184,242
"guards",155,227
"guards",155,151
"guards",155,230
"guards",155,156
"guards",184,245
"guards",184,161
"guards",184,172.7559947
"guards",184,256.164582
"guards",184,254.7088025
"guards",184,177.17954
"guards",184,237
"guards",184,156
"guards",184,160.2554995
"guards",184,239.8606165
"guards",184,171.3352292
"guards",184,274.6955045
"guards",184,178.0653844
"guards",184,270.978954
"guards",157,317
"guards",157,214
"guards",157,219.9126715
"guards",157,334.6911256
"guards",157,355.449209
"guards",184,274
"guards",184,169
"guards",184,280
"guards",184,175
"guards",184,255
"guards",184,162
"guards",184,271
"guards",184,169.5000433
"guards",184,158.4972698
"guards",184,243.0675002
"guards",184,246
"guards",184,155
"guards",167,306
"guards",167,225
"guards",167,324
"guards",167,224
"guards",158,316
"guards",158,217
"guards",158,344
"guards",158,219
"guards",158,323
"guards",158,227
"guards",158,346
"guards",158,227
"guards",641,451.9
"guards",641,291
"guards",641,397.8
"guards",641,535.1
"guards",641,546
"guards",904,550.3
"guards",904,315.5847313
"guards",904,418.9799633
"guards",904,457.1260128
"guards",904,526.1
"guards",469,403.61
"guards",469,258.23
"guards",201,323.82
"guards",201,199.96
"guards",241,186.36
"guards",241,277.7
"guards",241,287.05
"guards",241,200.83
"guards",302,350.95
"guards",302,220.32
"guards",302,420.8
"guards",302,362.91
"guards",302,233.29
"guards",329,331.61
"guards",329,221.74
"guards",208,265.6
"guards",208,164.6
"forwards",208,285.44
"forwards",208,189.1
"forwards",208,281.01
"forwards",208,189.25
"guards",355,304.65
"guards",355,207.04
"guards",329,346.74
"guards",329,211.42
"guards",329,242.0995605
"guards",329,365.9447407
"guards",329,240.2571617
"guards",402,404.89
"guards",402,243
"guards",402,268.63
"guards",402,426.54
"guards",550,457.97
"guards",550,292.33
"forwards",190,276.53
"forwards",190,276.53
"forwards",190,276.53
"forwards",190,171.23
"forwards",190,171.23
"forwards",190,171.23
"forwards",190,288.85
"forwards",190,288.85
"forwards",190,288.85
"forwards",190,186.3
"forwards",190,186.3
"forwards",190,186.3
"guards",302,218.7
"guards",302,343.43
"guards",302,335.04
"guards",302,211.38
"guards",302,223.7
"guards",302,358.82
"guards",302,223.5570741
"guards",302,375.0549395
"guards",302,365.2753107
"guards",302,215.18
"guards",302,322.78
"guards",302,341.94
"guards",302,228.8
"guards",302,351.34
"guards",302,238.56
"guards",329,344.95
"guards",329,217.54
"guards",329,342.17
"guards",329,216.32
"guards",329,345.11
